imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
57861,1930,152,tt0020629,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.","['English', 'French', 'German', 'Latin']",1930-08-24,All Quiet on the Western Front,8.0,['USA']
5574,1931,123,tt0021746,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,"['English', 'French']",1931-02-09,Cimarron,5.9,['USA']
17591,1932,112,tt0022958,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,"['English', 'Russian']",1932-09-11,Grand Hotel,7.4,['USA']
21174,1935,132,tt0026752,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1788 mutiny.","['English', 'Polynesian']",1936-01-12,Mutiny on the Bounty,7.7,['USA']
7344,1936,176,tt0027698,"The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.",['English'],1936-04-08,The Great Ziegfeld,6.7,['USA']
7312,1937,116,tt0029146,The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfuss Affair.,['English'],1937-10-02,The Life of Emile Zola,7.2,['USA']
23642,1938,126,tt0030993,A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,"['English', 'Russian']",1938-09-29,You Can't Take It with You,7.9,['USA']
16237,1942,134,tt0035093,A British family struggles to survive the first months of World War II.,"['English', 'German']",1942-12-01,Mrs. Miniver,7.6,['USA']
10739,1944,126,tt0036872,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.",['English'],1944-10-02,Going My Way,7.0,['USA']
33994,1945,101,tt0037884,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,['English'],1946-01-01,The Lost Weekend,7.9,['USA']
57879,1946,170,tt0036868,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,['English'],1947-05-29,The Best Years of Our Lives,8.0,['USA']
14959,1947,118,tt0039416,"A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",['English'],1948-03-01,Gentleman's Agreement,7.2,['USA']
15499,1948,154,tt0040416,"Prince Hamlet struggles over whether or not he should kill his uncle, whom he suspects has murdered his father, the former king.",['English'],1948-06-11,Hamlet,7.6,['UK']
13646,1949,110,tt0041113,"The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.",['English'],1950-01-01,All the King's Men,7.5,['USA']
43969,1953,118,tt0045793,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",['English'],1953-08-28,From Here to Eternity,7.6,['USA']
143881,1954,108,tt0047296,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,['English'],1954-06-22,On the Waterfront,8.1,['USA']
21927,1955,90,tt0048356,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,"['English', 'German', 'Italian']",1955-06-10,Marty,7.7,['USA']
98188,1961,153,tt0055614,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","['English', 'Spanish']",1961-10-18,West Side Story,7.5,['USA']
11830,1963,129,tt0057590,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.,['English'],1963-06-27,Tom Jones,6.5,['UK']
31883,1966,120,tt0060665,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","['English', 'Latin', 'Spanish', 'French']",1966-12-16,A Man for All Seasons,7.7,['UK']
68762,1967,110,tt0061811,A black police detective is asked to investigate a murder in a racially hostile southern town.,['English'],1967-08-02,In the Heat of the Night,7.9,['USA']
35315,1968,153,tt0063385,"After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.",['English'],1968-09-27,Oliver!,7.4,['UK']
102469,1969,113,tt0064665,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.","['English', 'Italian']",1969-05-25,Midnight Cowboy,7.8,['USA']
111585,1971,104,tt0067116,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,"['English', 'French']",1971-10-09,The French Connection,7.7,['USA']
526112,1976,120,tt0075148,A small-time boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his self-respect.,['English'],1976-12-03,Rocky,8.1,['USA']
135361,1979,105,tt0079417,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",['English'],1979-12-19,Kramer vs. Kramer,7.8,['USA']
47776,1980,124,tt0081283,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",['English'],1980-09-19,Ordinary People,7.7,['USA']
55659,1981,125,tt0082158,"Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.","['English', 'French']",1982-04-09,Chariots of Fire,7.2,['UK']
55952,1983,132,tt0086425,"Follows hard-to-please Aurora looking for love, and her daughter's family problems.",['English'],1983-12-09,Terms of Endearment,7.4,['USA']
74277,1985,161,tt0089755,"In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.","['English', 'Swahili']",1985-12-20,Out of Africa,7.2,"['USA', 'UK']"
96023,1987,163,tt0093389,The story of the final Emperor of China.,"['English', 'Mandarin', 'Japanese']",1988-04-15,The Last Emperor,7.7,"['UK', 'Italy', 'France']"
478272,1988,133,tt0095953,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,"['English', 'Italian']",1988-12-16,Rain Man,8.0,['USA']
101288,1989,99,tt0097239,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.,"['English', 'Hebrew']",1990-01-26,Driving Miss Daisy,7.3,['USA']
28511,1969,85,tt0065063,"The life and times of Virgil Starkwell, inept bank robber.","['English', 'Yiddish']",1970-07-10,Take the Money and Run,7.3,['USA']
22961,1971,114,tt0067309,A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,['English'],1971-06-25,Klute,7.2,['USA']
34640,1984,92,tt0087995,"A young punk recruited by a car repossession agency finds himself in pursuit of a Chevrolet Malibu that is wanted for a $20,000 bounty - and has something otherworldly stashed in its trunk.","['English', 'Spanish']",1984-03-02,Repo Man,6.9,['USA']
10065,1990,98,tt0100142,"A group of young upper-class Manhattanites are blithely passing through the gala debutante season, when an unusual outsider joins them and stirs them up.",['English'],1990-08-03,Metropolitan,7.4,"['USA', 'Spain']"
125644,1986,101,tt0091369,Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth.,['English'],1986-06-27,Labyrinth,7.4,"['UK', 'USA']"
360942,1985,97,tt0088847,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,['English'],1985-02-15,The Breakfast Club,7.8,['USA']
62582,1985,87,tt0089686,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",['English'],1985-11-01,A Nightmare on Elm Street 2: Freddy's Revenge,5.5,['USA']
71829,1987,96,tt0093629,A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,['English'],1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,6.6,['USA']
50703,1988,93,tt0095742,"Freddy Krueger returns once again to terrorize the dreams of the remaining Dream Warriors, as well as those of a young woman who may be able to defeat him for good.",['English'],1988-08-19,A Nightmare on Elm Street 4: The Dream Master,5.7,['USA']
41638,1989,89,tt0097981,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",['English'],1989-08-11,A Nightmare on Elm Street 5: The Dream Child,5.2,['USA']
42247,1991,89,tt0101917,"Dream-haunting Freddy Krueger returns once again to prowl the nightmares of Springwood's last surviving teenager, and of a woman whose personal connection to Krueger may mean his doom.",['English'],1991-09-13,Freddy's Dead: The Final Nightmare,4.9,['USA']
121380,1980,95,tt0080761,A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which was the site of a child's drowning and a grisly double murder years before.,['English'],1980-05-09,Friday the 13th,6.5,['USA']
60275,1981,87,tt0082418,"Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant.",['English'],1981-04-30,Friday the 13th Part 2,6.1,['USA']
48309,1982,95,tt0083972,"Having revived from his wounds, Jason Voorhees takes refuge at a cabin near Crystal Lake. As a group of co-eds arrive for their vacation, Jason continues his killing spree.",['English'],1982-08-13,Friday the 13th Part III,5.7,['USA']
46050,1984,91,tt0087298,"After being mortally wounded and taken to the morgue, murderer Jason Voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at Camp Crystal Lake.",['English'],1984-04-13,Friday the 13th: Part 4: the Final Chapter,6.0,['USA']
34532,1985,92,tt0089173,"Still haunted by his past, Tommy Jarvis - who, as a child, killed Jason Voorhees - wonders if the serial killer is connected to a series of brutal murders occurring in and around the secluded halfway house where he now lives.",['English'],1985-03-22,Friday the 13th Part V,4.8,['USA']
39487,1986,86,tt0091080,"Tommy Jarvis goes to the graveyard to get rid of Jason Voorhees' body once and for all, but inadvertently brings him back to life instead. The newly revived killer once again seeks revenge, and Tommy may be the only one who can defeat him.",['English'],1986-08-01,Friday the 13th Part VI: Jason Lives,6.0,['USA']
33335,1988,88,tt0095179,"Years after Tommy Jarvis chained him underwater at Camp Crystal Lake, the dormant Jason Voorhees is accidentally released from his prison by a telekinetic teenager. Now, only she can stop him.",['English'],1988-05-13,Friday the 13th Part VII: The New Blood,5.3,['USA']
34301,1989,100,tt0097388,A boatful of graduating high school students headed to Manhattan accidentally pull Jason Voorhees along for the ride.,['English'],1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,4.6,"['Canada', 'USA']"
235476,1978,91,tt0077651,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",['English'],1978-10-27,Halloween,7.7,['USA']
